"","Player","Nation","Pos","Squad","Age","League","Year","MidsPred"
"2402","F. Salifu","Nganion","FWMF","Serious Magicians",34,"E","2021",12.8293333333333
"1226","C. Ferhatovi?","Coastpa Barleslands","FWMF","Walking Runners",21,"RFL","2020",12.8299666666667
"2414","S. Juri?","Nganion","MFFW","Serious Magicians",21,"E","2021",12.8301
"1481","M. Wójcik","Dosqaly","FWMF","Mean Colts",25,"B","2021",12.8301333333333
"1246","I. Kamukama","Lefghau","FWMF","Fanatical Outlaws",27,"A","2021",12.8325333333333
"192","P. Xu","Dosqaly","MF","Flawless Cows",17,"B","2020",12.8339
"807","E. Omer","Nancipenuaroe","MFFW","Red Rangers",28,"D","2020",12.8464
"1094","N. Kumar","Nganion","MFFW","Screaming Ramblers",18,"E","2020",12.8478333333333
"2109","M. Alharbi","Sobianitedrucy","MF","Spicy Pointers",21,"D","2021",12.8498333333333
"2274","F. Claes","Rosvi","FWMF","Mad Kingsmen",22,"E","2021",12.8500333333333
"512","X. Guerrero","Esia","MF","Marvelous Anchors",31,"C","2020",12.8507
"2234","L. Rusere","Nganion","MF","Hideous Spiders",35,"E","2021",12.8559
"1794","P. Mudimba","Lylimi","MFFW","Red Artichokes",22,"C","2021",12.8568
"1612","K. Pavi?","Southern Ristan","MF","Swift Rustlers",18,"B","2021",12.8652
"1168","P. Shehu","Rarita","MF","Educated Avengers",29,"RFL","2020",12.8658333333333
"1134","Y. Atuheire","Nganion","MFFW","Swift Marauders",21,"E","2020",12.8723
"574","C. Ntale","Esia","FWMF","Spicy Gophers",26,"C","2020",12.8805666666667
"1887","G. Kaya","Esia","MF","Weak Chargers",21,"C","2021",12.8843666666667
"1811","G. Kwiatkowski","Nkasland Cronestan","FWMF","Silver Frogs",18,"C","2021",12.8852
"525","G. Odoch","Quewenia","FWMF","Mean Trolls",20,"C","2020",12.8944333333333
"448","H. Gimbo","Esia","MF","Awkward Trailblazers",30,"C","2020",12.8991666666667
"805","J. Riyadi","Sobianitedrucy","MF","Red Rangers",20,"D","2020",12.9140666666667
"2210","V. Pathan","Coastpa Barleslands","FWMF","Flying Penguins",18,"E","2021",12.9157666666667
"294","V. Ezra","Coastpa Barleslands","MF","Serious Thunderbirds",21,"B","2020",12.9163666666667
"998","M. Madsen","Nancipenuaroe","MF","Mighty Jimmies",23,"E","2020",12.9168
"2179","F. bin Zakaria","Nganion","MFFW","Deferred Dolphins",26,"E","2021",12.9179
"468","O. Kantono","Esia","MFFW","Blue Jaguars",28,"C","2020",12.9198666666667
"1879","H. Asaba","Esia","DFMF","Weak Chargers",18,"C","2021",12.9223333333333
"1671","P. Tse","Biarizea","MF","Wet Monarchs",22,"B","2021",12.9350333333333
"2288","A. Kuloba","Coastpa Barleslands","MF","Orange Giants",34,"E","2021",12.9429333333333
"2134","B. Kansiime","Nganion","MF","Wet Flames",25,"D","2021",12.9442
"2226","I. Babirye","Nganion","MFFW","Flying Penguins",22,"E","2021",12.9537333333333
"1264","R. Matovu","Southslands","MF","Fighting Cougars",20,"A","2021",12.9567
"847","F. Hang","Rarita","DFMF","Spicy Pointers",24,"D","2020",12.9607333333333
"1109","J. Elsayed","Nganion","FWMF","Swift Bison",27,"E","2020",12.9638
"2112","P. Nkomo","Eastern Sleboube","FWMF","Strange Pioneers",29,"D","2021",12.9642666666667
"1467","H. Taniguchi","Coastpa Barleslands","MF","Jumping Beans",18,"B","2021",12.9656333333333
"81","F. Afful","People's Land of Maneau","MF","Odd Ducks",22,"A","2020",12.9659666666667
"1585","L. Aguilar","Lefghau","MF","Somber Stallions",24,"B","2021",12.9669666666667
"546","M. Kiiza","Mico","MFFW","Punctual Archers",23,"C","2020",12.9673
"542","Z. Sow","Esia","MF","Punctual Archers",28,"C","2020",12.9691333333333
"767","C. Ozoli?š","Danan Seekeeling","MF","Mighty Monkeys",35,"D","2020",12.9765666666667
"1205","G. Simango","Rarita","FWMF","Mad Cardinals",27,"RFL","2020",12.9825333333333
"168","K. Babi?","Esia","MF","Sugar Storm",26,"A","2020",12.9827666666667
"2403","V. Shinde","Nganion","FWMF","Serious Magicians",22,"E","2021",13.0008
"870","G. Szyma?ski","Sobianitedrucy","MF","Strange Pioneers",24,"D","2020",13.0078
"641","G. O'Brien","Imaar Vircoand","MF","Weak Chargers",22,"C","2020",13.0119
"332","L. Ayebale","Dosqaly","MF","Solemn Leopards",21,"B","2020",13.0143333333333
"1189","U. Feng","Rarita","MFFW","Golden Cadets",37,"RFL","2020",13.0154
"135","X. Chauhan","Nancipenuaroe","FWMF","Somber Bombers",27,"A","2020",13.0200666666667
"1424","H. Lwanga","Dosqaly","MF","Glistening Paladins",20,"B","2021",13.0209666666667
"1488","V. Apio","Greri Landmoslands","MFFW","Mean Colts",19,"B","2021",13.0232
"1326","T. Zoabi","People's Land of Maneau","FWMF","Punctual Rustlers",19,"A","2021",13.0243666666667
"1157","Q. Wang","Rarita","MF","Black Coyotes",33,"RFL","2020",13.0244
"2157","O. Ciobanu","Nganion","MF","Big Foxes",32,"E","2021",13.0255333333333
"1880","O. Sánchez","Esia","DFMF","Weak Chargers",25,"C","2021",13.0273666666667
"116","F. Hove","Coastpa Barleslands","MFDF","Silver Heels",29,"A","2020",13.0294666666667
"465","D. Mortenson","Sobianitedrucy","MF","Blue Jaguars",26,"C","2020",13.0309666666667
"277","U. Lindberg","Dosqaly","DFMF","Overconfident Kangaroos",22,"B","2020",13.0320666666667
"2159","G. Sackey","Nganion","MFDF","Big Foxes",26,"E","2021",13.0326
"108","W. Markovi?","Nancipenuaroe","FWMF","Silver Heels",27,"A","2020",13.0336666666667
"2236","D. Ayesiga","Nganion","MFFW","Hideous Spiders",29,"E","2021",13.0403666666667
"2338","L. Tusiime","Janmico","MFFW","Punctual Leopards",19,"E","2021",13.0419333333333
"2286","G. Orlando","Nganion","FWMF","Orange Giants",21,"E","2021",13.0466666666667
"2178","D. Magala","Republic of Denand Landsa","MFDF","Deferred Dolphins",27,"E","2021",13.0475
"906","D. Magala","Republic of Denand Landsa","MF","Deferred Dolphins",26,"E","2020",13.0492333333333
"61","L. Egger","Lefghau","MF","Horrible Storm",21,"A","2020",13.0533666666667
"1133","L. Bergmann","Nganion","MFFW","Swift Marauders",27,"E","2020",13.0566666666667
"85","T. Cheung","Djipines","MFFW","Odd Ducks",22,"A","2020",13.0659
"1214","D. Bengtsson","Rarita","MFFW","Mad Cardinals",23,"RFL","2020",13.0664666666667
"2489","V. Sultan","Rarita","DFMF","Red Anchormen",20,"RFL","2021",13.0678666666667
"1878","D. Nabutono","Esia","DFMF","Weak Chargers",17,"C","2021",13.0800666666667
"1841","D. Taaka","Esia","MF","Supreme Jaguars",20,"C","2021",13.0819666666667
"292","V. Gallo","Tabhu Striary","FWMF","Serious Thunderbirds",28,"B","2020",13.0826
"56","E. Estrada","Frenchdo Stanser","FWMF","Horrible Storm",24,"A","2020",13.0887333333333
"226","U. Dewi","Reugha","FWMF","Grotesque Rocks",22,"B","2020",13.0906333333333
"2471","U. Gomani","People's Land of Maneau","MF","Mad Wolverines",20,"RFL","2021",13.1008
"1037","N. Awad","Nganion","MF","Polar Kangaroos",21,"E","2020",13.1011
"2353","I. Namata","Nganion","MFDF","Rabid Greyhounds",28,"E","2021",13.1046666666667
"1736","M. Yanti","Ledian","MF","Little Lollipops",22,"C","2021",13.1124666666667
"2181","N. Turyasingura","Nganion","DFMF","Delta Colts",31,"E","2021",13.1154333333333
"59","C. Quartey","Slandsganiamayotteque","FWMF","Horrible Storm",18,"A","2020",13.1162666666667
"1198","E. Mwesigye","Nganion","MFFW","Great Pandas",18,"RFL","2020",13.1252
"855","G. Ibraimo","Quewenia","MF","Spicy Pointers",34,"D","2020",13.1358
"77","N. Zhu","Byasier Pujan","MF","Odd Ducks",22,"A","2020",13.1383
"2238","L. Sanz","Nganion","MFFW","Hideous Spiders",32,"E","2021",13.1394333333333
"2101","E. Nabwami","Tucamna","FWMF","Spicy Pointers",19,"D","2021",13.1411
"2396","N. Namataka","Janmico","MFFW","Screaming Ramblers",18,"E","2021",13.1458333333333
"1989","R. Aisu","Dosqaly","FWMF","Hideous Spartans",20,"D","2021",13.1465
"1181","U. Tuhaise","Rarita","FWMF","Golden Cadets",26,"RFL","2020",13.1484666666667
"1882","U. Tkachenko","Byasier Pujan","FWMF","Weak Chargers",22,"C","2021",13.1507
"784","C. Reuben","Sobianitedrucy","FWMF","Punctual Fire",29,"D","2020",13.1583666666667
"287","M. Sharabi","Dosqaly","MFDF","Overconfident Kangaroos",20,"B","2020",13.1593
"2376","A. Maposa","Nganion","MFFW","Sassy Knights",29,"E","2021",13.1609666666667
"2170","Z. Johansen","Dosqaly","MF","Deferred Dolphins",31,"E","2021",13.1627333333333
"1845","L. Bitton","Loco Phirema","MF","Supreme Jaguars",22,"C","2021",13.1644
"1759","Q. Maphosa","Esia","MF","Mean Trolls",26,"C","2021",13.1695333333333
"1375","H. Cardoso","Dosqaly","MF","Stacked Rocks",30,"A","2021",13.1722666666667
"1747","E. Oh","Esia","MFDF","Marvelous Anchors",21,"C","2021",13.1723
"1754","V. Supriadi","Esia","FWMF","Mean Trolls",22,"C","2021",13.1726
"35","F. Nakazibwe","People's Land of Maneau","MFDF","Great Galactic Gorgons",24,"A","2020",13.1823666666667
"729","E. Ngoma","Sobianitedrucy","MF","Hideous Spartans",18,"D","2020",13.1840666666667
"34","O. Mugide","Unicorporated Tiagascar","MF","Great Galactic Gorgons",26,"A","2020",13.1856
"2530","C. Mitrovi?","Southern Ristan","MFDF","Wild Hornets",25,"RFL","2021",13.1883
"445","C. Niwagaba","Former Maneau","FWMF","Awkward Trailblazers",40,"C","2020",13.1995333333333
"265","A. Maganda","Dosqaly","FWMF","Lady Ocelots",25,"B","2020",13.2017333333333
"1380","E. Kühn","Dosqaly","DFMF","Swift Musketeers",21,"A","2021",13.2091
"486","E. Mtetwa","Leoneku Guidisia","MF","Horrible Flames",24,"C","2020",13.2115333333333
"1786","T. Ayoo","Esia","MF","Red Artichokes",22,"C","2021",13.2119333333333
"182","G. Abbas","Reugha","MFDF","Swift Musketeers",21,"A","2020",13.2145333333333
"2454","B. Katooko","Rarita","MF","Educated Avengers",20,"RFL","2021",13.2152
"2009","C. Gheorghe","Central Diasongo","MF","Marvelous Heels",18,"D","2021",13.2162666666667
"631","F. Kinnunen","Central Diasongo","FWMF","Weak Chargers",33,"C","2020",13.2178333333333
"224","O. Tshuma","Rarita","DFMF","Grotesque Rocks",24,"B","2020",13.2191666666667
"1938","C. Go","Sobianitedrucy","FWMF","Coy Sunbirds",32,"D","2021",13.2223333333333
"1448","M. Anderson","Nganion","MFFW","Golden Rustlers",27,"B","2021",13.2259333333333
"2220","G. Nalwoga","Nganion","MFDF","Flying Penguins",30,"E","2021",13.2272666666667
"2175","X. Kidega","Nganion","MF","Deferred Dolphins",19,"E","2021",13.2283
"1256","D. Kikuchi","Nkasland Cronestan","DFMF","Fighting Cougars",21,"A","2021",13.2291666666667
"5","Y. Joseph","People's Land of Maneau","MF","Fanatical Outlaws",21,"A","2020",13.2302333333333
"950","Q. Naturinda","Rosvi","MF","Flying Penguins",24,"E","2020",13.2328
"2346","C. Nakalyango","Lenia Gerdanho","MF","Rabid Greyhounds",26,"E","2021",13.2363
"993","Y. Hodži?","Nganion","FWMF","Mighty Jimmies",26,"E","2020",13.2376666666667
"1120","D. Akugizibwe","Imaar Vircoand","DFMF","Swift Marauders",30,"E","2020",13.2402333333333
"2344","R. Flores","Western Niasland","FWMF","Rabid Greyhounds",25,"E","2021",13.2429333333333
"921","J. bin Hashim","Nganion","MFDF","Delta Colts",22,"E","2020",13.2457333333333
"2407","H. Mancini","Nganion","MF","Serious Magicians",30,"E","2021",13.2593
"783","G. Zohar","Cuge","FWMF","Punctual Fire",17,"D","2020",13.2595333333333
"618","R. Magaya","Esia","DFMF","Ultimate Longhorns",26,"C","2020",13.2602666666667
"2214","F. Eid","Manlisgamncent","MF","Flying Penguins",20,"E","2021",13.2616666666667
"2172","G. Akoli","Nganion","MF","Deferred Dolphins",25,"E","2021",13.2659333333333
"1605","M. Sardar","Sobianitedrucy","FWMF","Swift Rustlers",19,"B","2021",13.2710333333333
"1073","J. Kayendeke","Nganion","MF","Sassy Knights",33,"E","2020",13.2738333333333
"2409","T. Vidmar","Nganion","MF","Serious Magicians",19,"E","2021",13.2739
"1255","R. Petrenko","Lefghau","DFMF","Fighting Cougars",25,"A","2021",13.2742333333333
"1840","F. Quansah","Southern Ristan","FWMF","Supreme Jaguars",25,"C","2021",13.2818333333333
"1697","A. Ross","Esia","MFDF","Awkward Trailblazers",20,"C","2021",13.2855333333333
"2311","T. Mendes","Lylimi","MFFW","Plane Janes",19,"E","2021",13.2882333333333
"113","A. Bruno","People's Land of Maneau","MF","Silver Heels",28,"A","2020",13.2999333333333
"1104","R. Chandia","Nganion","MF","Serious Magicians",29,"E","2020",13.3097333333333
"739","G. Kaweesa","Central Namemo Laand","MF","Marvelous Heels",25,"D","2020",13.3113666666667
"282","I. Salminen","Dosqaly","MF","Overconfident Kangaroos",16,"B","2020",13.3126333333333
"2061","C. Akullo","Nancipenuaroe","MF","Red Rangers",17,"D","2021",13.3195
"344","B. Lu","Lefghau","MF","Somber Stallions",22,"B","2020",13.3196666666667
"1190","Y. Kasozi","Rarita","DFMF","Great Pandas",25,"RFL","2020",13.3267
"1087","I. Okiror","Nganion","MF","Screaming Ramblers",33,"E","2020",13.3276
"1816","J. Munduru","Varijitri Isles","MF","Silver Frogs",28,"C","2021",13.3344
"1778","U. Alizadeh","Lylimi","MFFW","Punctual Archers",22,"C","2021",13.3415333333333
"568","O. Lombardi","Frenchdo Stanser","MFFW","Silver Frogs",20,"C","2020",13.3422333333333
"1848","X. Phiri","Dosqaly","MFDF","Supreme Jaguars",29,"C","2021",13.3456333333333
"2384","D. Mugisa","Xikong","FWMF","Screaming Ramblers",28,"E","2021",13.3572333333333
"1124","C. Nanyonga","Nganion","FWMF","Swift Marauders",18,"E","2020",13.3636333333333
"1799","V. Wolf","Esia","FWMF","Serious Cyclones",18,"C","2021",13.3654666666667
"2390","F. Ohana","Nganion","MF","Screaming Ramblers",26,"E","2021",13.3677
"904","Z. Johansen","Dosqaly","MF","Deferred Dolphins",30,"E","2020",13.3693
"203","K. Adong","Dosqaly","FWMF","Glistening Paladins",26,"B","2020",13.3731666666667
"1969","P. Bonnet","Sobianitedrucy","MF","Fighting Wave",19,"D","2021",13.3734666666667
"841","Y. Hen","Lefghau","MF","Serious Ranchers",19,"D","2020",13.3793666666667
"1132","F. Obua","Nganion","MFFW","Swift Marauders",25,"E","2020",13.3845333333333
"723","C. Reuben","Sobianitedrucy","FWMF","Hideous Spartans",29,"D","2020",13.3852333333333
"427","Z. Wati","Dosqaly","FWMF","Wet Monarchs",21,"B","2020",13.3895
"2147","J. Elsayed","Nganion","FWMF","Big Foxes",28,"E","2021",13.3944333333333
"1573","K. Makaza","Dosqaly","MF","Solemn Leopards",25,"B","2021",13.3985
"523","J. Wibowo","Esia","FWMF","Mean Trolls",28,"C","2020",13.4130333333333
"857","F. Meier","Sobianitedrucy","MF","Spicy Pointers",17,"D","2020",13.4174333333333
"1167","K. Ramos","Rarita","MF","Educated Avengers",19,"RFL","2020",13.4213333333333
"1136","G. Chu","Nganion","FWMF","Ultimate Penguins",18,"E","2020",13.4235666666667
"436","X. Mhango","Dosqaly","MF","Wet Monarchs",31,"B","2020",13.4287
"1931","P. Mahmoudi","Northern Namemo Laand","MFFW","Coy Catamarans",18,"D","2021",13.4306
"2184","W. Ofori","Unicorporated Tiagascar","FWMF","Delta Colts",26,"E","2021",13.4319333333333
"520","K. Yap","Giumle Lizeibon","DFMF","Mean Trolls",28,"C","2020",13.4346666666667
"283","L. Akulu","Dosqaly","MF","Overconfident Kangaroos",18,"B","2020",13.4382666666667
"2394","Z. Andersen","Greri Landmoslands","MFDF","Screaming Ramblers",19,"E","2021",13.4398666666667
"1422","C. Asiku","Dosqaly","MF","Glistening Paladins",19,"B","2021",13.4547666666667
"2245","T. Ong","Nganion","FWMF","Horrible Bison",25,"E","2021",13.4652
"1795","Q. Nantume","Lylimi","MFFW","Red Artichokes",24,"C","2021",13.4711333333333
"433","J. Nakamya","Dosqaly","MF","Wet Monarchs",23,"B","2020",13.4735333333333
"199","A. Samanya","Czechnor","FWMF","Glistening Paladins",26,"B","2020",13.4897666666667
"2038","Y. Nyirongo","Rosvi","MF","Mean Wolves",21,"D","2021",13.4929
"973","W. Ross","Nganion","MF","Mad Bees",17,"E","2020",13.4947333333333
"173","U. Nakafeero","People's Land of Maneau","MF","Sugar Storm",20,"A","2020",13.4953333333333
"159","P. Romero","Dosqaly","DFMF","Sugar Storm",26,"A","2020",13.5011666666667
"1498","G. Shah","Central Namemo Laand","MFFW","Mean Poets",25,"B","2021",13.5021333333333
"1204","B. Ssenyonga","Rarita","FWMF","Mad Cardinals",26,"RFL","2020",13.5024666666667
"2533","H. Mirembe","Rarita","MFFW","Wild Hornets",19,"RFL","2021",13.5029333333333
"585","C. Richard","Esia","MFFW","Spicy Gophers",27,"C","2020",13.5106333333333
"1881","P. Nyondo","Byasier Pujan","FWMF","Weak Chargers",19,"C","2021",13.5145333333333
"720","B. Ozols","Sobianitedrucy","MFFW","Flying Bombadiers",17,"D","2020",13.5181
"548","G. Jumbe","Imaar Vircoand","DFMF","Serious Cyclones",20,"C","2020",13.5191333333333
"2370","J. Kayendeke","Nganion","MF","Sassy Knights",34,"E","2021",13.5199333333333
"1009","A. Kuloba","Coastpa Barleslands","MF","Orange Giants",33,"E","2020",13.5227666666667
"1982","Y. Lawan","Nkasland Cronestan","MF","Flying Bombadiers",15,"D","2021",13.5234333333333
"1494","U. Tan","Varijitri Isles","FWMF","Mean Poets",23,"B","2021",13.5246666666667
"566","K. Lawino","Giumle Lizeibon","MF","Silver Frogs",21,"C","2020",13.532
"250","C. Nafuna","Dosqaly","FWMF","Jumping Beans",22,"B","2020",13.5485666666667
"1714","F. Nakimuli","Esia","MF","Fiery Governors",26,"C","2021",13.5552666666667
"1158","B. Yousefi","Rarita","MFFW","Black Coyotes",28,"RFL","2020",13.5567333333333
"750","U. David","Sobianitedrucy","MF","Marvelous Patriots",23,"D","2020",13.5610333333333
"1085","F. Ohana","Nganion","MF","Screaming Ramblers",25,"E","2020",13.5710333333333
"2145","S. Mussa","Byasier Pujan","FWMF","Big Foxes",21,"E","2021",13.5732333333333
"2487","Z. Quek Kwik","Esia","DFMF","Red Anchormen",24,"RFL","2021",13.5827
"825","X. Byamugisha","Sobianitedrucy","FWMF","Rowdy Clippers",34,"D","2020",13.5838666666667
"594","G. Waswa","Esia","MF","Supreme Jaguars",22,"C","2020",13.5844333333333
"527","B. Onzima","Esia","MF","Mean Trolls",35,"C","2020",13.5893333333333
"399","J. Mutyaba","Dosqaly","MFDF","Unethical Comets",29,"B","2020",13.5914
"2423","U. Peri?","Nganion","MF","Swift Bison",21,"E","2021",13.5918666666667
"1775","U. Kumakech","Esia","MF","Punctual Archers",19,"C","2021",13.5928666666667
"1091","Q. Pellegrino","Nganion","MF","Screaming Ramblers",29,"E","2020",13.5950666666667
"2143","J. Asiimwe","Nganion","DFMF","Big Foxes",26,"E","2021",13.5959666666667
"948","P. Nakimera","Nganion","MF","Flying Penguins",25,"E","2020",13.5983333333333
"782","J. Manu","Pierrema","DFMF","Punctual Fire",23,"D","2020",13.5989
"1523","N. Oyama","Dosqaly","MF","Serious Thunderbirds",30,"B","2021",13.6031666666667
"831","R. Jiménez","Sobianitedrucy","MF","Rowdy Clippers",19,"D","2020",13.6054333333333
"1179","I. Ndebele","Rarita","FWMF","Golden Cadets",21,"RFL","2020",13.6144
"439","P. Ssempijja","Esia","DFMF","Awkward Trailblazers",30,"C","2020",13.6161333333333
"2060","U. Kazembe","Ledian","MF","Red Rangers",22,"D","2021",13.6202
"1634","K. Nakazzi","Dosqaly","MF","Unethical Comets",18,"B","2021",13.6244
"1632","I. Namutosi","Dosqaly","MF","Unethical Comets",18,"B","2021",13.6255333333333
"573","U. Rees","Dosqaly","FWMF","Spicy Gophers",31,"C","2020",13.6301666666667
"1593","C. Sagal","Dosqaly","MF","Supreme Janes",20,"B","2021",13.6324333333333
"153","X. Agbaria","People's Land of Maneau","MFDF","Stacked Rocks",18,"A","2020",13.6423666666667
"1547","E. Maulana","Dosqaly","MFFW","Simple Jayhawks",22,"B","2021",13.6445
"2162","Z. Tomi?","Nganion","MFFW","Big Foxes",25,"E","2021",13.6449666666667
"2037","X. Makina","Redohrainbri","MF","Mean Wolves",18,"D","2021",13.6460666666667
"1394","M. Iqbal","Lenia Gerdanho","FWMF","Weak Tornadoes",28,"A","2021",13.6501333333333
"2285","F. Jee","Nganion","FWMF","Orange Giants",30,"E","2021",13.6523666666667
"1345","A. Bruno","People's Land of Maneau","MFFW","Silver Heels",29,"A","2021",13.6534
"888","B. Kiyimba","Janmico","DFMF","Wet Flames",26,"D","2020",13.656
"1715","K. Sah","Liacra","MF","Fiery Governors",20,"C","2021",13.6579
"239","G. Okeny","Dosqaly","MF","Hideous Pioneers",17,"B","2020",13.6598333333333
"2269","U. Wahyudi","Tiagascar Westlands","MF","Mad Bees",21,"E","2021",13.6691666666667
"1686","B. Ionescu","Esia","FWMF","Awkward Trailblazers",18,"C","2021",13.6716333333333
"442","F. Kigongo","Esia","FWMF","Awkward Trailblazers",20,"C","2020",13.6813
"711","Z. Angom","Cuandbo","MF","Flying Bombadiers",17,"D","2020",13.6835333333333
"1210","V. Zhao","Rarita","MF","Mad Cardinals",21,"RFL","2020",13.6869
"2079","F. Msiska","Nkasland Cronestan","MF","Remarkable Flames",18,"D","2021",13.6889666666667
"1267","Q. Nabimanya","Imaar Vircoand","MFFW","Fighting Cougars",21,"A","2021",13.6980333333333
"1985","X. Zalwango","Sobianitedrucy","MF","Flying Bombadiers",18,"D","2021",13.7007666666667
"2425","X. binti Ramli","Slandsganiamayotteque","MF","Swift Bison",17,"E","2021",13.7027666666667
"1681","U. Kristiansen","Dosqaly","MFFW","Wet Monarchs",19,"B","2021",13.7055666666667
"732","W. Teoh","Sobianitedrucy","MF","Hideous Spartans",18,"D","2020",13.7099666666667
"2213","H. Gomo","Janmico","MF","Flying Penguins",24,"E","2021",13.7102333333333
"1105","T. Vidmar","Nganion","MF","Serious Magicians",18,"E","2020",13.7123333333333
"245","N. Obua","Dosqaly","MFFW","Hideous Pioneers",19,"B","2020",13.7154333333333
"2018","D. Arinaitwe","Sobianitedrucy","FWMF","Marvelous Patriots",17,"D","2021",13.7189
"2442","D. Makumbi","Rarita","FWMF","Black Coyotes",18,"RFL","2021",13.7248666666667
"579","G. Moradi","Esia","MF","Spicy Gophers",21,"C","2020",13.7304666666667
"459","I. Tukundane","Pierrema","FWMF","Blue Jaguars",27,"C","2020",13.7324666666667
"1433","J. Leng","Greri Landmoslands","MFFW","Glistening Paladins",23,"B","2021",13.7359
"1651","T. Pärn","Dosqaly","MF","Villainous Eagles",20,"B","2021",13.7414666666667
"1411","I. Ndoro","Dosqaly","MF","Flawless Cows",17,"B","2021",13.7426333333333
"1906","C. Lim","Biarizea","FWMF","Wicked Gentlefolk",29,"C","2021",13.7492333333333
"914","R. Ayikoru","Lefghau","MF","Delta Colts",21,"E","2020",13.7552333333333
"1762","B. Zee","Nathuacamana","MF","Mean Trolls",25,"C","2021",13.7578333333333
"1624","O. Nakisige","Reugha","MF","Unaccountable Foxes",18,"B","2021",13.7585333333333
"1177","B. Elbaz","Rarita","FWMF","Golden Cadets",22,"RFL","2020",13.7632
"345","Q. Nikoli?","Saintswacroa","MF","Somber Stallions",19,"B","2020",13.7688
"2183","T. Sinaga","Rarita","FWMF","Delta Colts",24,"E","2021",13.7690333333333
"567","P. Takahashi","Dosqaly","MFDF","Silver Frogs",28,"C","2020",13.7756666666667
"351","Y. D?browski","Rarita","DFMF","Supreme Janes",29,"B","2020",13.7811
"1212","K. Castillo","Rarita","MFDF","Mad Cardinals",23,"RFL","2020",13.7827
"867","T. Kyogabirwe","Nkasland Cronestan","MF","Strange Pioneers",21,"D","2020",13.7858
"834","J. Namakoye","Cuandbo","MFFW","Rowdy Clippers",31,"D","2020",13.7876666666667
"2354","D. Akugizibwe","Imaar Vircoand","MFFW","Rabid Greyhounds",31,"E","2021",13.7936333333333
"377","S. Antwi","Lefghau","MFFW","Swift Rustlers",23,"B","2020",13.7982
"1262","I. Azulay","Byasier Pujan","MF","Fighting Cougars",28,"A","2021",13.7993
"1474","H. Rees","Eastern Covaki","MFDF","Jumping Beans",24,"B","2021",13.8015666666667
"160","O. Kantono","Esia","FWMF","Sugar Storm",28,"A","2020",13.8071666666667
"2389","F. Nakalema","Nganion","MF","Screaming Ramblers",23,"E","2021",13.8213666666667
"1834","X. De Vries","Ingre","MFFW","Spicy Gophers",22,"C","2021",13.8248
"2334","R. Adeke","Nganion","MF","Punctual Leopards",16,"E","2021",13.8279666666667
"949","B. Fabbri","Republic of Denand Landsa","MF","Flying Penguins",23,"E","2020",13.8350333333333
"1784","G. Kaya","Esia","MF","Red Artichokes",21,"C","2021",13.8383
"234","N. Ajidiru","Tabhu Striary","MF","Grotesque Rocks",19,"B","2020",13.8449
"869","C. Fumo","Sobianitedrucy","MF","Strange Pioneers",17,"D","2020",13.8484
"2023","M. Turyamureba","Janmico","MF","Marvelous Patriots",21,"D","2021",13.8492333333333
"2185","F. Ainembabazi","Nganion","MF","Delta Colts",23,"E","2021",13.8513
"2295","P. Farina","Nganion","MFDF","Orange Giants",28,"E","2021",13.8515666666667
"1069","F. Magaia","Nganion","FWMF","Sassy Knights",21,"E","2020",13.8576333333333
"591","M. Ebong","Esia","FWMF","Supreme Jaguars",27,"C","2020",13.8590666666667
"650","I. Thungu","Esia","MF","White Firebirds",18,"C","2020",13.8604666666667
"1358","S. Mbewe","People's Land of Maneau","DFMF","Somber Bombers",25,"A","2021",13.8628666666667
"6","I. Horváth","Western Niasland","MFDF","Fanatical Outlaws",33,"A","2020",13.8630666666667
"102","G. Chong","People's Land of Maneau","MF","Punctual Rustlers",21,"A","2020",13.8653333333333
"1101","D. De Jong","Nganion","MF","Serious Magicians",19,"E","2020",13.8692666666667
"2156","G. Cattaneo","Nganion","MF","Big Foxes",16,"E","2021",13.8859666666667
"947","J. Chi","Nganion","MF","Flying Penguins",33,"E","2020",13.9069666666667
"141","K. Mutero","Pierrema","MF","Somber Bombers",24,"A","2020",13.9128666666667
"1760","U. Gan","Esia","MF","Mean Trolls",19,"C","2021",13.921
"1562","E. Becker","Central Namemo Laand","MFDF","Simple Privateers",18,"B","2021",13.9262666666667
"1298","N. Bondarenko","People's Land of Maneau","FWMF","Horrible Storm",16,"A","2021",13.9266333333333
"2289","A. Luna","Nganion","MF","Orange Giants",20,"E","2021",13.9328333333333
"1391","C. Namutebi","People's Land of Maneau","MFFW","Swift Musketeers",31,"A","2021",13.9329333333333
"1419","A. Palmieri","Landsfupua","DFMF","Glistening Paladins",34,"B","2021",13.9368333333333
"1574","Q. Muhammed","Dosqaly","MF","Solemn Leopards",24,"B","2021",13.9404333333333
"1713","A. Omara","Esia","MF","Fiery Governors",30,"C","2021",13.947
"911","K. Kastelic","Nganion","DFMF","Delta Colts",30,"E","2020",13.9509333333333
"1421","L. Alanyo","Dosqaly","FWMF","Glistening Paladins",22,"B","2021",13.9586
"1922","A. Nakagawa","Manlisgamncent","MF","Coy Catamarans",25,"D","2021",13.9587666666667
"1357","K. Najjuma","Ngoque Blicri","DFMF","Somber Bombers",30,"A","2021",13.9676666666667
"1673","B. Murray","Danan Seekeeling","MF","Wet Monarchs",24,"B","2021",13.9838
"1510","P. Hakim","Dosqaly","MF","Overconfident Kangaroos",16,"B","2021",13.9897
